source_index,source_wav,source_x,source_y,source_z,angle_center,angle_head,mic_L_x,mic_L_y,mic_L_z,angle_mic_L,angle_mic_R,angle_mic_C,angle_mic_T
20,1578-140049-0036.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
21,1578-140049-0036.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
22,1578-140049-0036.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
23,1578-140049-0036.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
24,1578-140049-0002.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
25,1578-140049-0002.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
26,1578-140049-0002.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
27,1578-140049-0002.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
28,1578-140049-0002.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
29,1578-140049-0002.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
30,1578-140049-0002.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
31,1578-140049-0002.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
32,1578-140049-0002.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
33,1578-140049-0002.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
34,1578-140049-0002.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
35,1578-140049-0002.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
36,1578-140049-0028.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
37,1578-140049-0028.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
38,1578-140049-0028.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
39,1578-140049-0028.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
40,1578-140049-0028.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
41,1578-140049-0028.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
42,1578-140049-0028.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
43,1578-140049-0028.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
44,1578-140049-0028.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
45,1578-140049-0028.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
46,1578-140049-0028.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
47,1578-140049-0028.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
48,1578-140049-0007.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
49,1578-140049-0007.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
50,1578-140049-0007.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
51,1578-140049-0007.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
52,1578-140049-0007.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
53,1578-140049-0007.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
54,1578-140049-0007.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
55,1578-140049-0007.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
56,1578-140049-0007.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
57,1578-140049-0007.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
58,1578-140049-0007.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
59,1578-140049-0007.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
60,1578-140049-0004.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
61,1578-140049-0004.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
62,1578-140049-0004.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
63,1578-140049-0004.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
64,1578-140049-0004.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
65,1578-140049-0004.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
66,1578-140049-0004.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
67,1578-140049-0004.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
68,1578-140049-0004.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
69,1578-140049-0004.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
70,1578-140049-0004.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
71,1578-140049-0004.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
72,1578-140049-0034.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
73,1578-140049-0034.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
74,1578-140049-0034.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
75,1578-140049-0034.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
76,1578-140049-0034.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
77,1578-140049-0034.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
78,1578-140049-0034.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
79,1578-140049-0034.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
80,1578-140049-0034.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
81,1578-140049-0034.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
82,1578-140049-0034.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
83,1578-140049-0034.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
84,1578-140049-0011.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
85,1578-140049-0011.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
86,1578-140049-0011.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
87,1578-140049-0011.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
88,1578-140049-0011.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
89,1578-140049-0011.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
90,1578-140049-0011.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
91,1578-140049-0011.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
92,1578-140049-0011.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
93,1578-140049-0011.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
94,1578-140049-0011.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
95,1578-140049-0011.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
96,1578-140049-0031.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
97,1578-140049-0031.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
98,1578-140049-0031.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
99,1578-140049-0031.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
100,1578-140049-0031.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
101,1578-140049-0031.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
102,1578-140049-0031.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
103,1578-140049-0031.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
104,1578-140049-0031.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
105,1578-140049-0031.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
106,1578-140049-0031.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
107,1578-140049-0031.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
108,1578-140049-0012.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
109,1578-140049-0012.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
110,1578-140049-0012.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
111,1578-140049-0012.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
112,1578-140049-0012.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
113,1578-140049-0012.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
114,1578-140049-0012.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
115,1578-140049-0012.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
116,1578-140049-0012.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
117,1578-140049-0012.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
118,1578-140049-0012.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
119,1578-140049-0012.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
120,1578-140049-0030.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
121,1578-140049-0030.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
122,1578-140049-0030.wav,3.9406,3.299038105676658,0.1941,-0.5235987755982987,-0.5235987755982987,3.1053,3.1864,0.3314,-1.4367573853234414,-0.3242183311170555,-0.5235987755982987,-1.2000381053310059
123,1578-140049-0030.wav,3.1906,3.5,0.1941,0.0,0.0,3.1053,3.1864,0.3314,-0.265577376469591,-0.0317418665060074,0.0,-1.0461328900334257
124,1578-140049-0030.wav,2.4406000000000003,3.299038105676658,0.1941,0.5235987755982987,0.5235987755982987,3.1053,3.1864,0.3314,1.4029339097849358,0.26132215401264136,0.5235987755982987,-0.9564905848257039
125,1578-140049-0030.wav,1.8915618943233423,2.7500000000000004,0.1941,1.0471975511965974,1.0471975511965974,3.1053,3.1864,0.3314,1.9159538177552664,0.5598936090133049,1.0471975511965974,-1.0450642974736444
126,1578-140049-0030.wav,1.6905999999999999,2.0,0.1941,1.5707963267948966,1.5707963267948966,3.1053,3.1864,0.3314,2.268648280672786,0.872944372917007,1.5707963267948966,-1.5707963267948966
127,1578-140049-0030.wav,1.8915618943233419,1.2500000000000004,0.1941,2.094395102393195,2.094395102393195,3.1053,3.1864,0.3314,2.581699044576488,1.225638835834527,2.094395102393195,-2.0965283561161483
128,1578-140049-0030.wav,2.4405999999999994,0.7009618943233427,0.1941,2.617993877991494,2.617993877991494,3.1053,3.1864,0.3314,2.8802704995771515,1.7386587438048562,2.617993877991494,-2.185102068764089
129,1578-140049-0030.wav,3.1905999999999994,0.5,0.1941,-3.141592653589793,-3.141592653589793,3.1053,3.1864,0.3314,-3.109850787083786,-2.876015277120203,-3.141592653589793,-2.0954597635563674
130,1578-140049-0030.wav,3.940599999999999,0.7009618943233416,0.1941,-2.617993877991495,-2.617993877991495,3.1053,3.1864,0.3314,-2.8173743224727383,-1.7048352682663521,-2.617993877991495,-1.9415545482587873
131,1578-140049-0030.wav,4.489638105676657,1.2499999999999996,0.1941,-2.094395102393196,-2.094395102393196,3.1053,3.1864,0.3314,-2.5209345653975563,-1.2654163565575534,-2.094395102393196,-1.7612260390376284
132,1578-140049-0015.wav,4.6906,2.0,0.1941,-1.5707963267948966,-1.5707963267948966,3.1053,3.1864,0.3314,-2.2132570739579513,-0.9283355796318415,-1.5707963267948966,-1.5707963267948966
133,1578-140049-0015.wav,4.489638105676658,2.75,0.1941,-1.0471975511965979,-1.0471975511965979,3.1053,3.1864,0.3314,-1.8761762970322398,-0.6206580881922371,-1.0471975511965979,-1.3803666145521647
